date,OBI.fnu.smelt,FPT.cfs.smelt,FPT.3day.cfs,FPT.fnu.smelt,FPT.3day.fnu
2022-11-08,2.67,7900,7475.333333333333,1.84,1.6666666666666667
2022-11-09,2.71,9043,8160.333333333333,2.5,1.99
2022-11-10,3.08,8946,8629.666666666666,2.68,2.34
2022-11-11,2.42,8503,8830.666666666666,2.4699999999999998,2.55
2022-11-12,2.05,8176,8541.666666666666,2.16,2.4366666666666665
2022-11-13,1.78,8166,8281.666666666666,1.97,2.2
2022-11-14,1.73,7829,8057,1.93,2.02
2022-11-15,2.56,7601,7865.333333333333,1.77,1.89
2022-11-16,1.78,7508,7646,1.74,1.8133333333333332
2022-11-17,2.9299999999999997,7170,7426.333333333333,1.6900000000000002,1.7333333333333334
2022-11-18,2.4299999999999997,7325,7334.333333333333,1.6700000000000002,1.7000000000000002
2022-11-19,2.3299999999999996,7066,7187,1.6800000000000002,1.6800000000000002
2022-11-20,2.3499999999999996,6704,7031.666666666667,1.74,1.6966666666666668
2022-11-21,2.3899999999999997,6457,6742.333333333333,1.7,1.7066666666666668
2022-11-22,3.62,6229,6463.333333333333,1.75,1.73
2022-11-23,2.4,6343,6343,1.73,1.7266666666666666
2022-11-24,2.17,6303,6291.666666666667,1.6800000000000002,1.72
2022-11-25,2.52,6220,6288.666666666667,1.6300000000000001,1.6800000000000002
2022-11-26,2.18,6245,6256,1.6400000000000001,1.6500000000000001
2022-11-27,2.72,6370,6278.333333333333,1.6700000000000002,1.6466666666666667
2022-11-28,1.83,6283,6299.333333333333,1.6800000000000002,1.6633333333333336
2022-11-29,1.61,7051,6568,1.74,1.6966666666666668
2022-11-30,1.82,6300,6544.666666666667,1.73,1.7166666666666668
2022-12-01,2.4899999999999998,6410,6587,1.73,1.7333333333333334
2022-12-02,2,7244,6651.333333333333,1.72,1.7266666666666666
2022-12-03,2.75,7148,6934,2.48,1.9766666666666666
2022-12-04,2.38,9451,7947.666666666667,3.72,2.64
2022-12-05,2.51,10634,9077.666666666666,7.06,4.42
2022-12-06,2.3899999999999997,10676,10253.666666666666,8.950000000000001,6.576666666666667
2022-12-07,2.07,10915,10741.666666666666,7.6,7.87
2022-12-08,2.12,12090,11227,9.2,8.583333333333334
2022-12-09,2.18,11422,11475.666666666666,8.4,8.4
2022-12-10,2.9,9447,10986.333333333334,8,8.533333333333333
2022-12-11,3.17,12225,11031.333333333334,9.17,8.523333333333333
2022-12-12,2.61,16758,12810,17.36,11.51
2022-12-13,2.21,20702,16561.666666666668,29.62,18.71666666666667
2022-12-14,2.09,18178,18546,33.160000000000004,26.713333333333335
2022-12-15,2.19,14041,17640.333333333332,27.37,30.05
2022-12-16,2.22,11135,14451.333333333334,25.36,28.630000000000003
2022-12-17,2.65,9230,11468.666666666666,14.18,22.303333333333335
2022-12-18,4.63,8242,9535.666666666666,10.78,16.773333333333333
2022-12-19,2.65,NA,NA,8.62,11.193333333333333
2022-12-20,3.16,NA,NA,7.7,9.033333333333333
2022-12-21,3.11,6890,NA,6.64,7.653333333333333
2022-12-22,3.3099999999999996,6683,NA,5.970000000000001,6.7700000000000005
2022-12-23,3.51,6803,6792,5.33,5.98
2022-12-24,3.61,7676,7054,4.76,5.3533333333333335
2022-12-25,3.4,7623,7367.333333333333,4.930000000000001,5.006666666666667
2022-12-26,3.3699999999999997,7317,7538.666666666667,4.7,4.796666666666667
2022-12-27,7.2700000000000005,8413,7784.333333333333,5.430000000000001,5.0200000000000005
2022-12-28,4,10958,8896,7.21,5.78
2022-12-29,4.09,15824,11731.666666666666,15.129999999999999,9.256666666666666
2022-12-30,4.22,26130,17637.333333333332,70.54,30.96
2022-12-31,5.56,37702,26552,145.26999999999998,76.97999999999999
2023-01-01,13.54,55906,39912.666666666664,121,112.27
2023-01-02,15.92,70330,54646,131.42000000000002,132.56333333333333
2023-01-03,13.78,72357,66197.66666666667,160.52,137.64666666666668
2023-01-04,15.27,69829,70838.66666666667,124.41000000000001,138.78333333333336
2023-01-05,15.82,65347,69177.66666666667,91.58,125.50333333333334
2023-01-06,14.62,70410,68528.66666666667,82.41000000000001,99.46666666666667
2023-01-07,15.450000000000001,76402,70719.66666666667,88.23,87.40666666666667
2023-01-08,20.08,80400,75737.33333333333,222.96,131.20000000000002
2023-01-09,21.479999999999997,79509,78770.33333333333,164.48000000000002,158.55666666666667
2023-01-10,20.330000000000002,80299,80069.33333333333,129.52,172.32000000000002
2023-01-11,18.85,80457,80088.33333333333,107.2,133.73333333333335
2023-01-12,NA,78600,79785.33333333333,NA,NA
2023-01-13,16.4,76289,78448.66666666667,102.92,NA
2023-01-14,16.56,76207,77032,112.22,NA
2023-01-15,19.64,78069,76855,93.86999999999999,103.00333333333333
2023-01-16,17.919999999999998,74738,76338,74.52,93.53666666666666
2023-01-17,19.24,72561,75122.66666666667,77.38,81.92333333333333
2023-01-18,20.939999999999998,71417,72905.33333333333,100.58,84.16
2023-01-19,22.150000000000002,69513,71163.66666666667,110.22,96.06
2023-01-20,26.110000000000003,67948,69626,103.13,104.64333333333333
2023-01-21,23.53,65759,67740,99.13,104.16
2023-01-22,24.07,61721,65142.666666666664,81.71000000000001,94.65666666666667
2023-01-23,25.979999999999997,55897,61125.666666666664,83.75,88.19666666666667
2023-01-24,24.130000000000003,48374,55330.666666666664,64.35,76.60333333333334
2023-01-25,25.5,42806,49025.666666666664,53.120000000000005,67.07333333333334
2023-01-26,21.19,39463,43547.666666666664,51.07,56.18
2023-01-27,17.56,36011,39426.666666666664,48.75,50.980000000000004
2023-01-28,16.279999999999998,32591,36021.666666666664,46.9,48.906666666666666
2023-01-29,14.450000000000001,29038,32546.666666666668,43.1,46.25
2023-01-30,16.7,26359,29329.333333333332,41.41,43.803333333333335
2023-01-31,19.9,24494,26630.333333333332,39.65,41.38666666666666
2023-02-01,19.19,22996,24616.333333333332,35.620000000000005,38.89333333333333
2023-02-02,17.5,21612,23034,30.14,35.13666666666667
2023-02-03,16.51,20794,21800.666666666668,24.959999999999997,30.240000000000002
2023-02-04,14.33,20686,21030.666666666668,23.419999999999998,26.173333333333332
2023-02-05,13.38,20415,20631.666666666668,23.66,24.013333333333332
2023-02-06,12.68,21023,20708,22.73,23.27
2023-02-07,12.75,21302,20913.333333333332,21.37,22.586666666666666
2023-02-08,12.08,21928,21417.666666666668,20.830000000000002,21.643333333333334
2023-02-09,11.34,21859,21696.333333333332,20.64,20.94666666666667
2023-02-10,10.229999999999999,20888,21558.333333333332,22.24,21.236666666666668
2023-02-11,10.19,20613,21120,23.21,22.03
2023-02-12,9.79,19893,20464.666666666668,21.07,22.173333333333332
2023-02-13,9.1,19382,19962.666666666668,16.97,20.416666666666668
2023-02-14,9.03,19178,19484.333333333332,16.75,18.263333333333332
2023-02-15,12.91,18541,19033.666666666668,15.16,16.293333333333333
2023-02-16,13.09,18018,18579,13.950000000000001,15.286666666666667
2023-02-17,11.98,17630,18063,12.6,13.903333333333334
2023-02-18,11.229999999999999,17235,17627.666666666668,12.27,12.94
2023-02-19,10.83,16883,17249.333333333332,11.31,12.06
2023-02-20,10.38,16605,16907.666666666668,10.07,11.216666666666667
2023-02-21,15.08,15535,16341,8.97,10.116666666666667
2023-02-22,16.87,15857,15999,7.73,8.923333333333334
2023-02-23,16.79,15472,15621.333333333334,7.03,7.91
2023-02-24,20.18,15899,15742.666666666666,7.84,7.533333333333333
2023-02-25,14.41,17091,16154,8.81,7.8933333333333335
2023-02-26,11.729999999999999,17956,16982,13.360000000000001,10.003333333333334
2023-02-27,9.67,20625,18557.333333333332,16.04,12.736666666666666
2023-02-28,8.729999999999999,24827,21136,21.82,17.073333333333334
2023-03-01,9.7,31897,25783,34.01,23.956666666666667
2023-03-02,9.81,34899,30541,47.33,34.38666666666666
2023-03-03,10.11,32781,33192.333333333336,36.290000000000006,39.21
2023-03-04,9.709999999999999,29214,32298,27.75,37.123333333333335
2023-03-05,8.67,27056,29683.666666666668,25.84,29.96
2023-03-06,7.85,25881,27383.666666666668,21.21,24.933333333333334
2023-03-07,7.48,23492,25476.333333333332,15.84,20.963333333333335
2023-03-08,7.25,24750,24707.666666666668,13.9,16.983333333333334
2023-03-09,8.67,27575,25272.333333333332,13.55,14.43
2023-03-10,13.06,45467,32597.333333333332,23.310000000000002,16.92
2023-03-11,10.38,66960,46667.333333333336,27.8,21.553333333333335
2023-03-12,9.42,74921,62449.333333333336,34.48,28.53
2023-03-13,8.42,81274,74385,48.27,36.85
2023-03-14,8.03,83656,79950.33333333333,26.630000000000003,36.46
2023-03-15,7.930000000000001,85412,83447.33333333333,27.47,34.123333333333335
2023-03-16,9.33,80938,83335.33333333333,29.34,27.813333333333333
2023-03-17,12.94,79715,82021.66666666667,26.95,27.919999999999998
2023-03-18,19.110000000000003,77498,79383.66666666667,26.939999999999998,27.743333333333332
2023-03-19,24.29,77099,78104,42.17,32.019999999999996
2023-03-20,21.14,76615,77070.66666666667,36.56,35.223333333333336
2023-03-21,22.759999999999998,74405,76039.66666666667,27.630000000000003,35.45333333333333
2023-03-22,20.41,73317,74779,23.67,29.28666666666667
2023-03-23,18.72,70647,72789.66666666667,28.93,26.743333333333336
2023-03-24,18.14,67888,70617.33333333333,38.14,30.246666666666666
2023-03-25,19.72,66030,68188.33333333333,40.5,35.85666666666667
2023-03-26,19.37,65047,66321.66666666667,41.02,39.88666666666667
2023-03-27,20.830000000000002,63650,64909,40.6,40.70666666666667
2023-03-28,19.47,61187,63294.666666666664,36.58,39.4
2023-03-29,16.62,60588,61808.333333333336,32,36.39333333333333
2023-03-30,15.44,63171,61648.666666666664,30.47,33.016666666666666
2023-03-31,15.98,65784,63181,34.1,32.19
2023-04-01,17.34,66704,65219.666666666664,33.7,32.75666666666667
2023-04-02,15.8,63692,65393.333333333336,28.830000000000002,32.21
2023-04-03,14.350000000000001,57778,62724.666666666664,25.01,29.180000000000003
2023-04-04,13.91,53419,58296.333333333336,25.38,26.406666666666666
2023-04-05,12.350000000000001,49943,53713.333333333336,21.110000000000003,23.833333333333336
2023-04-06,12.29,46689,50017,17.58,21.356666666666666
2023-04-07,12.04,43593,46741.666666666664,17.66,18.783333333333335
2023-04-08,11.77,41445,43909,17.84,17.69333333333333
2023-04-09,11.62,40500,41846,18.19,17.89666666666667
2023-04-10,10.18,41043,40996,17.69,17.906666666666666
2023-04-11,9.43,40677,40740,39.8,25.226666666666667
2023-04-12,8.84,40510,40743.333333333336,24.05,27.18
2023-04-13,9.17,41878,41021.666666666664,18.97,27.606666666666666
2023-04-14,8.43,42667,41685,27.03,23.35
2023-04-15,8.709999999999999,42448,42331,33.52,26.506666666666668
2023-04-16,9.02,42361,42492,26.93,29.16
2023-04-17,8.59,43636,42815,19.630000000000003,26.693333333333335
2023-04-18,8,44197,43398,15.719999999999999,20.76
2023-04-19,8.93,44152,43995,14.739999999999998,16.696666666666665
2023-04-20,8.69,43760,44036.333333333336,15.39,15.283333333333333
2023-04-21,8.360000000000001,42815,43575.666666666664,15.870000000000001,15.333333333333334
2023-04-22,8.3,41758,42777.666666666664,15.870000000000001,15.71
2023-04-23,9.32,41444,42005.666666666664,15.03,15.59
2023-04-24,7.63,41916,41706,12.33,14.41
2023-04-25,7.619999999999999,42958,42106,11.97,13.11
2023-04-26,7.41,43981,42951.666666666664,13.129999999999999,12.476666666666667
2023-04-27,6.609999999999999,44935,43958,16.959999999999997,14.02
2023-04-28,6.109999999999999,46816,45244,19.03,16.37333333333333
2023-04-29,7.74,48455,46735.333333333336,16.110000000000003,17.366666666666667
2023-04-30,7.159999999999999,49789,48353.333333333336,16.07,17.07
2023-05-01,6.71,50829,49691,18.71,16.963333333333335
2023-05-02,6.88,51613,50743.666666666664,21.47,18.75
2023-05-03,7.75,51632,51358,22.43,20.87
2023-05-04,6.73,48227,50490.666666666664,22.259999999999998,22.05333333333333
2023-05-05,6.72,44457,48105.333333333336,20.17,21.62
2023-05-06,7.31,41734,44806,18.150000000000002,20.193333333333335
2023-05-07,7.63,40341,42177.333333333336,18.77,19.03
2023-05-08,7.42,40376,40817,17.91,18.276666666666667
2023-05-09,7.22,41511,40742.666666666664,19.6,18.76
2023-05-10,6.359999999999999,41057,40981.333333333336,19.1,18.87
2023-05-11,6.21,40385,40984.333333333336,16.34,18.346666666666668
2023-05-12,5.63,39296,40246,15.77,17.07
2023-05-13,6.14,37628,39103,16.3,16.136666666666667
2023-05-14,6.7700000000000005,38445,38456.333333333336,15.629999999999999,15.9
2023-05-15,6.09,41393,39155.333333333336,12.88,14.936666666666667
2023-05-16,5.6499999999999995,44931,41589.666666666664,11.88,13.463333333333333
2023-05-17,5.31,47849,44724.333333333336,11.84,12.200000000000001
2023-05-18,5.17,49971,47583.666666666664,12.02,11.913333333333334
2023-05-19,5.83,50941,49587,11.68,11.846666666666666
2023-05-20,5.56,50925,50612.333333333336,11.78,11.826666666666666
2023-05-21,5.67,50548,50804.666666666664,11.47,11.643333333333333
2023-05-22,5.819999999999999,50538,50670.333333333336,11.350000000000001,11.533333333333333
2023-05-23,5.58,52239,51108.333333333336,11.07,11.296666666666667
2023-05-24,5.23,53697,52158,11.04,11.153333333333334
2023-05-25,5.04,53271,53069,10.94,11.016666666666666
2023-05-26,5.3,51261,52743,10.2,10.726666666666667
2023-05-27,5.67,49914,51482,11.05,10.73
2023-05-28,5.67,47851,49675.333333333336,11.09,10.78
2023-05-29,6.6,45618,47794.333333333336,12.870000000000001,11.67
2023-05-30,6.7,44652,46040.333333333336,10.76,11.573333333333334
2023-05-31,6.37,43681,44650.333333333336,9.38,11.003333333333334
2023-06-01,5.87,40915,43082.666666666664,9.27,9.803333333333333
2023-06-02,6.34,36399,40331.666666666664,12.34,10.33
2023-06-03,7.04,32376,36563.333333333336,16.17,12.593333333333334
2023-06-04,7.76,30718,33164.333333333336,13.75,14.086666666666668
2023-06-05,7.470000000000001,30462,31185.333333333332,11.219999999999999,13.713333333333333
2023-06-06,6.72,31122,30767.333333333332,9.629999999999999,11.533333333333333
2023-06-07,7.33,33691,31758.333333333332,9.9,10.25
2023-06-08,6.48,35764,33525.666666666664,10.04,9.856666666666666
2023-06-09,6.55,35186,34880.333333333336,9.229999999999999,9.723333333333333
2023-06-10,6.38,34504,35151.333333333336,9.139999999999999,9.469999999999999
2023-06-11,7.34,32844,34178,9.03,9.133333333333333
2023-06-12,6.91,32313,33220.333333333336,8.850000000000001,9.006666666666666
2023-06-13,6.659999999999999,32094,32417,8.27,8.716666666666667
2023-06-14,6.6,30894,31767,8.07,8.3966666666666665
2023-06-15,6.68,28642,30543.333333333332,8.129999999999999,8.156666666666666
2023-06-16,6.92,26701,28745.666666666668,8.33,8.176666666666666
2023-06-17,7.25,23576,26306.333333333332,10.58,9.013333333333334
2023-06-18,7.67,20427,23568,11.629999999999999,10.18
2023-06-19,7.21,19077,21026.666666666668,9.629999999999999,10.613333333333333
2023-06-20,6.859999999999999,18454,19319.333333333332,8.17,9.809999999999999
2023-06-21,6.72,17453,18328,8.1,8.633333333333333
2023-06-22,5.92,16563,17490,7.25,7.84
2023-06-23,6.41,16561,16859,7.54,7.63
2023-06-24,6.02,15928,16350.666666666666,7.46,7.416666666666667
2023-06-25,6.22,15290,15926.333333333334,7.84,7.613333333333333
2023-06-26,6.21,15214,15477.333333333334,7.970000000000001,7.756666666666667
2023-06-27,6.29,14653,15052.333333333334,7.54,7.783333333333333
2023-06-28,6.18,13734,14533.666666666666,6.63,7.38
