"","agency_cd","location_id","datetime","parameter_cd","parameter_value"
"50","CDEC","WLK",2021-11-19,"20",4132.20833333333
"51","CDEC","WLK",2021-11-20,"20",4053.02083333333
"52","CDEC","WLK",2021-11-21,"20",4008.53125
"53","CDEC","WLK",2021-11-22,"20",3954.77083333333
"54","CDEC","WLK",2021-11-23,"20",3870.5625
"55","CDEC","WLK",2021-11-24,"20",3900.35416666667
"56","CDEC","WLK",2021-11-25,"20",3867.75
"57","CDEC","WLK",2021-11-26,"20",3838.375
"58","CDEC","WLK",2021-11-27,"20",3871.97916666667
"59","CDEC","WLK",2021-11-28,"20",3893.42708333333
"60","CDEC","WLK",2021-11-29,"20",3869.47916666667
"61","CDEC","WLK",2021-11-30,"20",3876.21875
"62","CDEC","WLK",2021-12-01,"20",3765.11458333333
"63","CDEC","WLK",2021-12-02,"20",3650.73958333333
"64","CDEC","WLK",2021-12-03,"20",3569.35416666667
"65","CDEC","WLK",2021-12-04,"20",3530.07291666667
"66","CDEC","WLK",2021-12-05,"20",3504.67708333333
"67","CDEC","WLK",2021-12-06,"20",3489.03125
"68","CDEC","WLK",2021-12-07,"20",3517.69791666667
"69","CDEC","WLK",2021-12-08,"20",3508.0625
"70","CDEC","WLK",2021-12-09,"20",3521.47916666667
"71","CDEC","WLK",2021-12-10,"20",3515.86458333333
"72","CDEC","WLK",2021-12-11,"20",3515.0625
"73","CDEC","WLK",2021-12-12,"20",3681.8125
"74","CDEC","WLK",2021-12-13,"20",4015.0625
"75","CDEC","WLK",2021-12-14,"20",7087.33333333333
"76","CDEC","WLK",2021-12-15,"20",15439.0208333333
"77","CDEC","WLK",2021-12-16,"20",14003.46875
"78","CDEC","WLK",2021-12-17,"20",17846.1458333333
"79","CDEC","WLK",2021-12-18,"20",17049.6979166667
"80","CDEC","WLK",2021-12-19,"20",12246.9791666667
"81","CDEC","WLK",2021-12-20,"20",9658.4375
"82","CDEC","WLK",2021-12-21,"20",8346.91666666667
"83","CDEC","WLK",2021-12-22,"20",7553.16666666667
"84","CDEC","WLK",2021-12-23,"20",8129.875
"85","CDEC","WLK",2021-12-24,"20",14343.125
"86","CDEC","WLK",2021-12-25,"20",19642.3125
"87","CDEC","WLK",2021-12-26,"20",17952.90625
"88","CDEC","WLK",2021-12-27,"20",19237.8125
"89","CDEC","WLK",2021-12-28,"20",15973.8541666667
"90","CDEC","WLK",2021-12-29,"20",13412.0729166667
"91","CDEC","WLK",2021-12-30,"20",12832.8125
"92","CDEC","WLK",2021-12-31,"20",12864.9479166667
"93","CDEC","WLK",2022-01-01,"20",11625.1979166667
"94","CDEC","WLK",2022-01-02,"20",10560.40625
"95","CDEC","WLK",2022-01-03,"20",9705.53125
"96","CDEC","WLK",2022-01-04,"20",9070.69791666667
"97","CDEC","WLK",2022-01-05,"20",9643.29166666667
"98","CDEC","WLK",2022-01-06,"20",11669.03125
"99","CDEC","WLK",2022-01-07,"20",11953.9375
"100","CDEC","WLK",2022-01-08,"20",11503.7708333333
"101","CDEC","WLK",2022-01-09,"20",12343.7708333333
"102","CDEC","WLK",2022-01-10,"20",11947.7916666667
"103","CDEC","WLK",2022-01-11,"20",10741.1770833333
"104","CDEC","WLK",2022-01-12,"20",9716.71875
"105","CDEC","WLK",2022-01-13,"20",8843.80208333333
"106","CDEC","WLK",2022-01-14,"20",8414.02083333333
"107","CDEC","WLK",2022-01-15,"20",8168.04166666667
"108","CDEC","WLK",2022-01-16,"20",8015
"109","CDEC","WLK",2022-01-17,"20",7877.52083333333
"110","CDEC","WLK",2022-01-18,"20",7737.3125
"111","CDEC","WLK",2022-01-19,"20",7588.67708333333
"112","CDEC","WLK",2022-01-20,"20",7249.16666666667
"113","CDEC","WLK",2022-01-21,"20",7027.17708333333
"114","CDEC","WLK",2022-01-22,"20",6857.6875
"115","CDEC","WLK",2022-01-23,"20",6727.8125
"116","CDEC","WLK",2022-01-24,"20",6663.91666666667
"117","CDEC","WLK",2022-01-25,"20",6543.92708333333
"118","CDEC","WLK",2022-01-26,"20",6418.70833333333
"119","CDEC","WLK",2022-01-27,"20",6303.9375
"120","CDEC","WLK",2022-01-28,"20",6187.51041666667
"121","CDEC","WLK",2022-01-29,"20",6034.05208333333
"122","CDEC","WLK",2022-01-30,"20",5919.21875
"123","CDEC","WLK",2022-01-31,"20",5887.91666666667
"124","CDEC","WLK",2022-02-01,"20",5959.6875
"125","CDEC","WLK",2022-02-02,"20",5782.50537634409
"126","CDEC","WLK",2022-02-03,"20",5331.86458333333
"127","CDEC","WLK",2022-02-04,"20",5290.6875
"128","CDEC","WLK",2022-02-05,"20",5273.30208333333
"129","CDEC","WLK",2022-02-06,"20",5239.11458333333
"130","CDEC","WLK",2022-02-07,"20",5191.89583333333
"131","CDEC","WLK",2022-02-08,"20",5180
"132","CDEC","WLK",2022-02-09,"20",5165.33333333333
"133","CDEC","WLK",2022-02-10,"20",5157.29166666667
"134","CDEC","WLK",2022-02-11,"20",5211.83333333333
"135","CDEC","WLK",2022-02-12,"20",5181.10416666667
"136","CDEC","WLK",2022-02-13,"20",5198.98958333333
"137","CDEC","WLK",2022-02-14,"20",5263.07291666667
"138","CDEC","WLK",2022-02-15,"20",5268.34375
"139","CDEC","WLK",2022-02-16,"20",5327.98958333333
"140","CDEC","WLK",2022-02-17,"20",5301.29166666667
"141","CDEC","WLK",2022-02-18,"20",5186.05208333333
"142","CDEC","WLK",2022-02-19,"20",5083.08333333333
"143","CDEC","WLK",2022-02-20,"20",4929.22916666667
"144","CDEC","WLK",2022-02-21,"20",4644.88541666667
"145","CDEC","WLK",2022-02-22,"20",4490.55208333333
"146","CDEC","WLK",2022-02-23,"20",4411.76041666667
"147","CDEC","WLK",2022-02-24,"20",4321.80434782609
"148","CDEC","WLK",2022-02-25,"20",4271.03125
"149","CDEC","WLK",2022-02-26,"20",4171.14583333333
"150","CDEC","WLK",2022-02-27,"20",4117
"151","CDEC","WLK",2022-02-28,"20",4197.34375
"152","CDEC","WLK",2022-03-01,"20",4176.90625
"153","CDEC","WLK",2022-03-02,"20",4040.38541666667
"154","CDEC","WLK",2022-03-03,"20",4025.07291666667
"155","CDEC","WLK",2022-03-04,"20",4116.91666666667
"156","CDEC","WLK",2022-03-05,"20",4203.88541666667
"157","CDEC","WLK",2022-03-06,"20",4243.39583333333
"158","CDEC","WLK",2022-03-07,"20",4317.8125
"159","CDEC","WLK",2022-03-08,"20",4182.95833333333
"160","CDEC","WLK",2022-03-09,"20",4103.63541666667
"161","CDEC","WLK",2022-03-10,"20",4075.34375
"162","CDEC","WLK",2022-03-11,"20",4007.77083333333
"163","CDEC","WLK",2022-03-12,"20",3979.59375
"164","CDEC","WLK",2022-03-13,"20",4046.6847826087
"165","CDEC","WLK",NA,"20",3991.75
"166","CDEC","WLK",2022-03-14,"20",4131.80208333333
"167","CDEC","WLK",2022-03-15,"20",4190.80208333333
"168","CDEC","WLK",2022-03-16,"20",4223.5
"169","CDEC","WLK",2022-03-17,"20",4298.1875
"170","CDEC","WLK",2022-03-18,"20",4372.5
"171","CDEC","WLK",2022-03-19,"20",4311.29166666667
"172","CDEC","WLK",2022-03-20,"20",4350.83333333333
"173","CDEC","WLK",2022-03-21,"20",4380.27083333333
"174","CDEC","WLK",2022-03-22,"20",4305.38541666667
"175","CDEC","WLK",2022-03-23,"20",4236.63541666667
"176","CDEC","WLK",2022-03-24,"20",4185.69791666667
"177","CDEC","WLK",2022-03-25,"20",4222.57291666667
"178","CDEC","WLK",2022-03-26,"20",4191.94791666667
"179","CDEC","WLK",2022-03-27,"20",4195.94791666667
"180","CDEC","WLK",2022-03-28,"20",4306.44791666667
"181","CDEC","WLK",2022-03-29,"20",4303.15625
"182","CDEC","WLK",2022-03-30,"20",4261.90625
"183","CDEC","WLK",2022-03-31,"20",4246.78125
"184","CDEC","WLK",2022-04-01,"20",4262.6875
"185","CDEC","WLK",2022-04-02,"20",4370.19791666667
"186","CDEC","WLK",2022-04-03,"20",4498.92708333333
"187","CDEC","WLK",2022-04-04,"20",4476.875
"188","CDEC","WLK",2022-04-05,"20",4428.60416666667
"189","CDEC","WLK",2022-04-06,"20",4403.4375
"190","CDEC","WLK",2022-04-07,"20",4318.5625
"191","CDEC","WLK",2022-04-08,"20",4258.65625
"192","CDEC","WLK",2022-04-09,"20",4240.47916666667
"193","CDEC","WLK",2022-04-10,"20",4235.32291666667
"194","CDEC","WLK",2022-04-11,"20",4246.34375
"195","CDEC","WLK",2022-04-12,"20",4209.75
"196","CDEC","WLK",2022-04-13,"20",4115.54166666667
"197","CDEC","WLK",2022-04-14,"20",4088.9375
"198","CDEC","WLK",2022-04-15,"20",4095.53125
"199","CDEC","WLK",2022-04-16,"20",4387.80208333333
"200","CDEC","WLK",2022-04-17,"20",4969
"201","CDEC","WLK",2022-04-18,"20",5968.8125
"202","CDEC","WLK",2022-04-19,"20",5935.58333333333
"203","CDEC","WLK",2022-04-20,"20",5310.84375
"204","CDEC","WLK",2022-04-21,"20",5739.05208333333
"205","CDEC","WLK",2022-04-22,"20",5783.91666666667
"206","CDEC","WLK",2022-04-23,"20",6369.48958333333
"207","CDEC","WLK",2022-04-24,"20",6279.5625
"208","CDEC","WLK",2022-04-25,"20",5769.96875
"209","CDEC","WLK",2022-04-26,"20",5388.0625
"210","CDEC","WLK",2022-04-27,"20",5103.4375
"211","CDEC","WLK",2022-04-28,"20",4870.44791666667
"212","CDEC","WLK",2022-04-29,"20",4710.41666666667
"213","CDEC","WLK",2022-04-30,"20",4581.47916666667
"214","CDEC","WLK",2022-05-01,"20",4519.02083333333
"215","CDEC","WLK",2022-05-02,"20",4464.61458333333
"216","CDEC","WLK",2022-05-03,"20",4357.4375
"217","CDEC","WLK",2022-05-04,"20",4150.26041666667
"218","CDEC","WLK",2022-05-05,"20",4027.33333333333
"219","CDEC","WLK",2022-05-06,"20",3892.33333333333
"220","CDEC","WLK",2022-05-07,"20",3867.09375
"221","CDEC","WLK",2022-05-08,"20",3887.83333333333
"222","CDEC","WLK",2022-05-09,"20",3897.82291666667
"223","CDEC","WLK",2022-05-10,"20",3923.02083333333
"224","CDEC","WLK",2022-05-11,"20",3953.59375
"225","CDEC","WLK",2022-05-12,"20",3953.79166666667
"226","CDEC","WLK",2022-05-13,"20",3955.6875
"227","CDEC","WLK",2022-05-14,"20",3980.60416666667
"228","CDEC","WLK",2022-05-15,"20",3986.6875
"229","CDEC","WLK",2022-05-16,"20",3989.8125
"230","CDEC","WLK",2022-05-17,"20",3931.97916666667
"231","CDEC","WLK",2022-05-18,"20",3972.83333333333
"232","CDEC","WLK",2022-05-19,"20",3874.23958333333
"233","CDEC","WLK",2022-05-20,"20",3780
"234","CDEC","WLK",2022-05-21,"20",3678.46875
"235","CDEC","WLK",2022-05-22,"20",3653.5625
"236","CDEC","WLK",2022-05-23,"20",3635.14583333333
"237","CDEC","WLK",2022-05-24,"20",3621.16666666667
"238","CDEC","WLK",2022-05-25,"20",3555.66666666667
"239","CDEC","WLK",2022-05-26,"20",3544.44791666667
"240","CDEC","WLK",2022-05-27,"20",3575.51041666667
"241","CDEC","WLK",2022-05-28,"20",3576.47916666667
"242","CDEC","WLK",2022-05-29,"20",3605.22916666667
"243","CDEC","WLK",2022-05-30,"20",3662.07291666667
"244","CDEC","WLK",2022-05-31,"20",3686.64583333333
"245","CDEC","WLK",2022-06-01,"20",3665.39583333333
"246","CDEC","WLK",2022-06-02,"20",3585.35416666667
"247","CDEC","WLK",2022-06-03,"20",3499.13541666667
"248","CDEC","WLK",2022-06-04,"20",3493.07291666667
"249","CDEC","WLK",2022-06-05,"20",3577.01041666667
"250","CDEC","WLK",2022-06-06,"20",3714.60416666667
"251","CDEC","WLK",2022-06-07,"20",3909.59375
"252","CDEC","WLK",2022-06-08,"20",3955.78125
"253","CDEC","WLK",2022-06-09,"20",3823.07291666667
"254","CDEC","WLK",2022-06-10,"20",3620.4375
"255","CDEC","WLK",2022-06-11,"20",3549.38541666667
"256","CDEC","WLK",2022-06-12,"20",3572.92708333333
"257","CDEC","WLK",2022-06-13,"20",3510.03125
"258","CDEC","WLK",2022-06-14,"20",3602.59375
"259","CDEC","WLK",2022-06-15,"20",3663.20833333333
"260","CDEC","WLK",2022-06-16,"20",3528.32291666667
"261","CDEC","WLK",2022-06-17,"20",3385.39583333333
"262","CDEC","WLK",2022-06-18,"20",3286.72916666667
"263","CDEC","WLK",2022-06-19,"20",3375.45833333333
"264","CDEC","WLK",2022-06-20,"20",3411.65625
"265","CDEC","WLK",2022-06-21,"20",3406.39583333333
"266","CDEC","WLK",2022-06-22,"20",3412.89583333333
"267","CDEC","WLK",2022-06-23,"20",3371.13541666667
"268","CDEC","WLK",2022-06-24,"20",3364.70833333333
"269","CDEC","WLK",2022-06-25,"20",3286.375
"270","CDEC","WLK",2022-06-26,"20",3232.8125
"271","CDEC","WLK",2022-06-27,"20",3243.90625
"272","CDEC","WLK",2022-06-28,"20",3234.03125
"273","CDEC","WLK",2022-06-29,"20",3290.77083333333
"274","CDEC","WLK",2022-06-30,"20",3309
