"","year","date","daily.mean","three.day.avg.fnu"
"51",2021,2021-11-20,5.44270833333333,5.43229166666667
"52",2021,2021-11-21,5.43958333333333,5.36215277777778
"53",2021,2021-11-22,5.30188679245283,5.39472615303983
"54",2021,2021-11-23,5.53333333333333,5.42493448637317
"55",2021,2021-11-24,5.371875,5.40236504192872
"56",2021,2021-11-25,4.81666666666667,5.240625
"57",2021,2021-11-26,4.646875,4.94513888888889
"58",2021,2021-11-27,5.209375,4.89097222222222
"59",2021,2021-11-28,4.94166666666667,4.93263888888889
"60",2021,2021-11-29,4.86947368421053,5.0068384502924
"61",2021,2021-11-30,4.69375,4.8349634502924
"62",2021,2021-12-01,4.73859649122807,4.76727339181287
"63",2021,2021-12-02,4.69340659340659,4.70858436154489
"64",2021,2021-12-03,3.88229166666667,4.43809825043378
"65",2021,2021-12-04,3.92978723404255,4.16849516470527
"66",2021,2021-12-05,3.85098039215686,3.88768643095536
"67",2021,2021-12-06,3.82604166666667,3.86893643095536
"68",2021,2021-12-07,3.865625,3.84754901960784
"69",2021,2021-12-08,3.70526315789474,3.79897660818713
"70",2021,2021-12-09,3.43229166666667,3.66772660818713
"71",2021,2021-12-10,3.265625,3.46772660818713
"72",2021,2021-12-11,3.06041666666667,3.25277777777778
"73",2021,2021-12-12,3.109375,3.14513888888889
"74",2021,2021-12-13,5.20208333333333,3.790625
"75",2021,2021-12-14,19.2489583333333,9.18680555555556
"76",2021,2021-12-15,82.9416666666667,35.7975694444444
"77",2021,2021-12-16,62.5168421052632,54.9024890350877
"78",2021,2021-12-17,55.209375,66.8892945906433
"79",2021,2021-12-18,47.7821052631579,55.1694407894737
"80",2021,2021-12-19,78.9333333333333,60.6416045321637
"81",2021,2021-12-20,66.925,64.5468128654971
"82",2021,2021-12-21,38.2684210526316,61.3755847953216
"83",2021,2021-12-22,28.025,44.4061403508772
"84",2021,2021-12-23,24.9041666666667,30.3991959064327
"85",2021,2021-12-24,40.7541666666667,31.2277777777778
"86",2021,2021-12-25,58.6677083333333,41.4420138888889
"87",2021,2021-12-26,56.0270833333333,51.8163194444444
"88",2021,2021-12-27,55.91875,56.8711805555556
"89",2021,2021-12-28,46.0177083333333,52.6545138888889
"90",2021,2021-12-29,43.278125,48.4048611111111
"91",2021,2021-12-30,38.378125,42.5579861111111
"92",2021,2021-12-31,32.215625,37.9572916666667
"93",2022,2022-01-01,26.209375,NA
"94",2022,2022-01-02,22.9541666666667,NA
"95",2022,2022-01-03,19.615625,22.9263888888889
"96",2022,2022-01-04,16.1378947368421,19.5692288011696
"97",2022,2022-01-05,17.4104166666667,17.7213121345029
"98",2022,2022-01-06,18.870652173913,17.4729878591406
"99",2022,2022-01-07,15.6802083333333,17.3204257246377
"100",2022,2022-01-08,18.7739583333333,17.7749396135266
"101",2022,2022-01-09,21.1666666666667,18.5402777777778
"102",2022,2022-01-10,18.2895833333333,19.4100694444444
"103",2022,2022-01-11,16.8989583333333,18.7850694444444
"104",2022,2022-01-12,15.8375,17.0086805555556
"105",2022,2022-01-13,13.2552083333333,15.3305555555556
"106",2022,2022-01-14,12.5863157894737,13.8930080409357
"107",2022,2022-01-15,11.05,12.2971747076023
"108",2022,2022-01-16,10.6677083333333,11.4346747076023
"109",2022,2022-01-17,9.65157894736842,10.4564290935673
"110",2022,2022-01-18,9.78229166666667,10.0338596491228
"111",2022,2022-01-19,8.35729166666667,9.26372076023392
"112",2022,2022-01-20,8.28125,8.80694444444445
"113",2022,2022-01-21,7.97473684210526,8.20442616959064
"114",2022,2022-01-22,7.74166666666667,7.99921783625731
"115",2022,2022-01-23,6.74631578947368,7.4875730994152
"116",2022,2022-01-24,6.25263157894737,6.91353801169591
"117",2022,2022-01-25,5.409375,6.13610745614035
"118",2022,2022-01-26,4.79375,5.48525219298246
"119",2022,2022-01-27,4.81666666666667,5.00659722222222
"120",2022,2022-01-28,4.303125,4.63784722222222
"121",2022,2022-01-29,4.16477272727273,4.42818813131313
"122",2022,2022-01-30,8,5.48929924242424
"123",2022,2022-01-31,6.01875,6.06117424242424
"124",2022,2022-02-01,6.23541666666667,6.75138888888889
"125",2022,2022-02-02,8.43229166666667,6.89548611111111
"126",2022,2022-02-03,9.93645833333333,8.20138888888889
"127",2022,2022-02-04,8.88958333333333,9.08611111111111
"128",2022,2022-02-05,6.62916666666667,8.48506944444444
"129",2022,2022-02-06,5.403125,6.97395833333333
"130",2022,2022-02-07,5.2625,5.76493055555556
"131",2022,2022-02-08,4.55,5.071875
"132",2022,2022-02-09,4.00833333333333,4.60694444444444
"133",2022,2022-02-10,4.22395833333333,4.26076388888889
"134",2022,2022-02-11,6.403125,4.87847222222222
"135",2022,2022-02-12,7.86041666666667,6.1625
"136",2022,2022-02-13,8.28958333333333,7.51770833333333
"137",2022,2022-02-14,7.20842105263158,7.78614035087719
"138",2022,2022-02-15,6.88105263157895,7.45968567251462
"139",2022,2022-02-16,6.45,6.84649122807018
"140",2022,2022-02-17,6.48842105263158,6.60649122807018
"141",2022,2022-02-18,6.29473684210526,6.41105263157895
"142",2022,2022-02-19,5.66,6.14771929824561
"143",2022,2022-02-20,5.44468085106383,5.79980589772303
"144",2022,2022-02-21,5.075,5.39322695035461
"145",2022,2022-02-22,4.553125,5.02426861702128
"146",2022,2022-02-23,4.46041666666667,4.69618055555556
"147",2022,2022-02-24,4.65625,4.55659722222222
"148",2022,2022-02-25,4.63052631578947,4.58239766081871
"149",2022,2022-02-26,5.15104166666667,4.81260599415205
"150",2022,2022-02-27,5.67291666666667,5.15149488304094
"151",2022,2022-02-28,5.18541666666667,5.33645833333333
"152",2022,2022-03-01,4.81770833333333,5.22534722222222
"153",2022,2022-03-02,4.94583333333333,4.98298611111111
"154",2022,2022-03-03,4.66354166666667,4.80902777777778
"155",2022,2022-03-04,4.503125,4.70416666666667
"156",2022,2022-03-05,4.996875,4.72118055555556
"157",2022,2022-03-06,5.565625,5.021875
"158",2022,2022-03-07,6.046875,5.53645833333333
"159",2022,2022-03-08,5.33958333333333,5.65069444444444
"160",2022,2022-03-09,4.87291666666667,5.41979166666667
"161",2022,2022-03-10,4.82604166666667,5.01284722222222
"162",2022,2022-03-11,4.646875,4.78194444444444
"163",2022,2022-03-12,4.35104166666667,4.60798611111111
"164",2022,2022-03-13,4.02717391304348,4.34169685990338
"165",2022,2022-03-14,3.93541666666667,4.1045440821256
"166",2022,2022-03-15,3.44375,3.80211352657005
"167",2022,2022-03-16,3.35368421052632,3.57761695906433
"168",2022,2022-03-17,3.4,3.39914473684211
"169",2022,2022-03-18,3.31263157894737,3.35543859649123
"170",2022,2022-03-19,3.146875,3.28650219298246
"171",2022,2022-03-20,3.771875,3.41046052631579
"172",2022,2022-03-21,3.90947368421053,3.60940789473684
"173",2022,2022-03-22,3.546875,3.74274122807018
"174",2022,2022-03-23,3.54270833333333,3.66635233918129
"175",2022,2022-03-24,3.25416666666667,3.44791666666667
"176",2022,2022-03-25,3.41458333333333,3.40381944444444
"177",2022,2022-03-26,3.55625,3.40833333333333
"178",2022,2022-03-27,3.571875,3.51423611111111
"179",2022,2022-03-28,4.16458333333333,3.76423611111111
"180",2022,2022-03-29,4.54848484848485,4.09498106060606
"181",2022,2022-03-30,4.36145833333333,4.35817550505051
"182",2022,2022-03-31,4.23020833333333,4.38005050505051
"183",2022,2022-04-01,4.12916666666667,4.24027777777778
"184",2022,2022-04-02,4.5063829787234,4.2885859929078
"185",2022,2022-04-03,4.64375,4.42643321513002
"186",2022,2022-04-04,4.32105263157895,4.49039520343412
"187",2022,2022-04-05,3.55729166666667,4.17403143274854
"188",2022,2022-04-06,3.56736842105263,3.81523757309942
"189",2022,2022-04-07,3.56526315789474,3.56330774853801
"190",2022,2022-04-08,3.26354166666667,3.46539108187135
"191",2022,2022-04-09,3.584375,3.47105994152047
"192",2022,2022-04-10,3.72947368421053,3.52579678362573
"193",2022,2022-04-11,3.33229166666667,3.5487134502924
"194",2022,2022-04-12,3.3375,3.46642178362573
"195",2022,2022-04-13,2.79157894736842,3.15379020467836
"196",2022,2022-04-14,2.82352941176471,2.98420278637771
"197",2022,2022-04-15,3.065625,2.89357778637771
"198",2022,2022-04-16,3.40416666666667,3.09777369281046
"199",2022,2022-04-17,3.9625,3.47743055555556
"200",2022,2022-04-18,3.57692307692308,3.64786324786325
"201",2022,2022-04-19,4.01428571428571,3.85123626373626
"202",2022,2022-04-20,4.18125,3.92415293040293
"203",2022,2022-04-21,3.81145833333333,4.00233134920635
"204",2022,2022-04-22,4.37708333333333,4.12326388888889
"205",2022,2022-04-23,6.29052631578947,4.82635599415205
"206",2022,2022-04-24,6.040625,5.5694115497076
"207",2022,2022-04-25,5.42395833333333,5.91836988304094
"208",2022,2022-04-26,4.22210526315789,5.22889619883041
"209",2022,2022-04-27,4.16354166666667,4.60320175438596
"210",2022,2022-04-28,4.05729166666667,4.14764619883041
"211",2022,2022-04-29,4.190625,4.13715277777778
"212",2022,2022-04-30,3.92604166666667,4.05798611111111
"213",2022,2022-05-01,3.96666666666667,4.02777777777778
"214",2022,2022-05-02,4.04791666666667,3.98020833333333
"215",2022,2022-05-03,3.99583333333333,4.00347222222222
"216",2022,2022-05-04,3.16458333333333,3.73611111111111
"217",2022,2022-05-05,2.64479166666667,3.26840277777778
"218",2022,2022-05-06,2.425,2.74479166666667
"219",2022,2022-05-07,2.42395833333333,2.49791666666667
"220",2022,2022-05-08,2.40631578947368,2.41842470760234
"221",2022,2022-05-09,2.46041666666667,2.43023026315789
"222",2022,2022-05-10,3.27083333333333,2.71252192982456
"223",2022,2022-05-11,4.478125,3.403125
"224",2022,2022-05-12,4.20833333333333,3.98576388888889
"225",2022,2022-05-13,3.353125,4.01319444444444
"226",2022,2022-05-14,2.89791666666667,3.48645833333333
"227",2022,2022-05-15,2.98229166666667,3.07777777777778
"228",2022,2022-05-16,2.91276595744681,2.93099143026005
"229",2022,2022-05-17,2.73541666666667,2.87682476359338
"230",2022,2022-05-18,2.79791666666667,2.81536643026005
"231",2022,2022-05-19,2.815625,2.78298611111111
"232",2022,2022-05-20,3.14895833333333,2.92083333333333
"233",2022,2022-05-21,2.86875,2.94444444444444
"234",2022,2022-05-22,2.99479166666667,3.00416666666667
"235",2022,2022-05-23,2.82291666666667,2.89548611111111
"236",2022,2022-05-24,2.63958333333333,2.81909722222222
"237",2022,2022-05-25,2.41458333333333,2.62569444444444
"238",2022,2022-05-26,2.43645833333333,2.496875
"239",2022,2022-05-27,2.74479166666667,2.53194444444444
"240",2022,2022-05-28,2.65052631578947,2.61059210526316
"241",2022,2022-05-29,3.1125,2.83593932748538
"242",2022,2022-05-30,3.34270833333333,3.03524488304094
"243",2022,2022-05-31,3.3,3.25173611111111
"244",2022,2022-06-01,3.64791666666667,3.43020833333333
"245",2022,2022-06-02,3.13684210526316,3.36158625730994
"246",2022,2022-06-03,2.53846153846154,3.10774010346379
"247",2022,2022-06-04,NA,NA
"248",2022,2022-06-05,2.66363636363636,NA
"249",2022,2022-06-06,3.25806451612903,NA
"250",2022,2022-06-07,3.18947368421053,3.03705818799197
"251",2022,2022-06-08,3.08526315789474,3.17760045274477
"252",2022,2022-06-09,3.19684210526316,3.15719298245614
"253",2022,2022-06-10,2.82083333333333,3.03431286549708
"254",2022,2022-06-11,2.728125,2.9152668128655
"255",2022,2022-06-12,2.83541666666667,2.79479166666667
"256",2022,2022-06-13,3.18736842105263,2.91697002923977
"257",2022,2022-06-14,3.29368421052632,3.10548976608187
"258",2022,2022-06-15,3.16631578947368,3.21578947368421
"259",2022,2022-06-16,3.1375,3.19916666666667
"260",2022,2022-06-17,3.115625,3.13981359649123
"261",2022,2022-06-18,3.13645833333333,3.12986111111111
"262",2022,2022-06-19,3.18333333333333,3.14513888888889
"263",2022,2022-06-20,3.84479166666667,3.38819444444444
"264",2022,2022-06-21,3.475,3.50104166666667
"265",2022,2022-06-22,2.85520833333333,3.39166666666667
"266",2022,2022-06-23,2.7625,3.03090277777778
"267",2022,2022-06-24,2.62947368421053,2.74906067251462
"268",2022,2022-06-25,2.83854166666667,2.74350511695906
"269",2022,2022-06-26,2.93645833333333,2.80149122807018
"270",2022,2022-06-27,3.09583333333333,2.95694444444444
"271",2022,2022-06-28,3.2,3.07743055555556
"272",NA,NA,3.675,NA
