"","agency_cd","location_id","datetime","parameter_cd","parameter_value"
"35","CDEC","FPT",2021-11-04,"20",9611.42708333333
"36","CDEC","FPT",2021-11-05,"20",9944.91666666667
"37","CDEC","FPT",2021-11-06,"20",9456.01041666667
"38","CDEC","FPT",2021-11-07,"20",9071.17894736842
"39","CDEC","FPT",2021-11-08,"20",8361.48387096774
"40","CDEC","FPT",2021-11-09,"20",9015.72916666667
"41","CDEC","FPT",2021-11-10,"20",9411.04166666667
"42","CDEC","FPT",2021-11-11,"20",10579.0526315789
"43","CDEC","FPT",2021-11-12,"20",13953.6842105263
"44","CDEC","FPT",2021-11-13,"20",12707.8125
"45","CDEC","FPT",2021-11-14,"20",10861.9791666667
"46","CDEC","FPT",2021-11-15,"20",9219.40625
"47","CDEC","FPT",2021-11-16,"20",8393.72916666667
"48","CDEC","FPT",2021-11-17,"20",7336.08421052632
"49","CDEC","FPT",2021-11-18,"20",6942.81052631579
"50","CDEC","FPT",2021-11-19,"20",6920.8125
"51","CDEC","FPT",2021-11-20,"20",6807.78125
"52","CDEC","FPT",2021-11-21,"20",6859.125
"53","CDEC","FPT",2021-11-22,"20",6370.1875
"54","CDEC","FPT",2021-11-23,"20",6512.87368421053
"55","CDEC","FPT",2021-11-24,"20",6814.30208333333
"56","CDEC","FPT",2021-11-25,"20",6499.46315789474
"57","CDEC","FPT",2021-11-26,"20",6098.375
"58","CDEC","FPT",2021-11-27,"20",6503
"59","CDEC","FPT",2021-11-28,"20",6802.64210526316
"60","CDEC","FPT",2021-11-29,"20",6898.86315789474
"61","CDEC","FPT",2021-11-30,"20",6680.13541666667
"62","CDEC","FPT",2021-12-01,"20",6560.13541666667
"63","CDEC","FPT",2021-12-02,"20",6071.60416666667
"64","CDEC","FPT",2021-12-03,"20",5756.76041666667
"65","CDEC","FPT",2021-12-04,"20",6081.65625
"66","CDEC","FPT",2021-12-05,"20",6414.73958333333
"67","CDEC","FPT",2021-12-06,"20",6347.60416666667
"68","CDEC","FPT",2021-12-07,"20",6171.35789473684
"69","CDEC","FPT",2021-12-08,"20",6387.09473684211
"70","CDEC","FPT",2021-12-09,"20",6922.125
"71","CDEC","FPT",2021-12-10,"20",7043.14583333333
"72","CDEC","FPT",2021-12-11,"20",6629.09375
"73","CDEC","FPT",2021-12-12,"20",6681.86458333333
"74","CDEC","FPT",2021-12-13,"20",8806.1875
"75","CDEC","FPT",2021-12-14,"20",16109.6875
"76","CDEC","FPT",2021-12-15,"20",25642.1052631579
"77","CDEC","FPT",2021-12-16,"20",29195.7446808511
"78","CDEC","FPT",2021-12-17,"20",27769.1489361702
"79","CDEC","FPT",2021-12-18,"20",27632.6315789474
"80","CDEC","FPT",2021-12-19,"20",24814.5833333333
"81","CDEC","FPT",2021-12-20,"20",20856.8421052632
"82","CDEC","FPT",2021-12-21,"20",17706.3157894737
"83","CDEC","FPT",2021-12-22,"20",15964.375
"84","CDEC","FPT",2021-12-23,"20",16433.3333333333
"85","CDEC","FPT",2021-12-24,"20",22447.9166666667
"86","CDEC","FPT",2021-12-25,"20",30541.6666666667
"87","CDEC","FPT",2021-12-26,"20",34306.25
"88","CDEC","FPT",2021-12-27,"20",34234.375
"89","CDEC","FPT",2021-12-28,"20",29762.1052631579
"90","CDEC","FPT",2021-12-29,"20",30961.0526315789
"91","CDEC","FPT",2021-12-30,"20",29444.7916666667
"92","CDEC","FPT",2021-12-31,"20",30341.6666666667
"93","CDEC","FPT",2022-01-01,"20",28315.625
"94","CDEC","FPT",2022-01-02,"20",25290.4255319149
"95","CDEC","FPT",2022-01-03,"20",22511.5789473684
"96","CDEC","FPT",2022-01-04,"20",21475.7894736842
"97","CDEC","FPT",2022-01-05,"20",20511.7021276596
"98","CDEC","FPT",2022-01-06,"20",20668.5393258427
"99","CDEC","FPT",2022-01-07,"20",21963.5416666667
"100","CDEC","FPT",2022-01-08,"20",22466.6666666667
"101","CDEC","FPT",2022-01-09,"20",22231.25
"102","CDEC","FPT",2022-01-10,"20",22492.7083333333
"103","CDEC","FPT",2022-01-11,"20",21628.125
"104","CDEC","FPT",2022-01-12,"20",20126.0416666667
"105","CDEC","FPT",2022-01-13,"20",17106.3829787234
"106","CDEC","FPT",2022-01-14,"20",16169.4736842105
"107","CDEC","FPT",2022-01-15,"20",15960.6382978723
"108","CDEC","FPT",2022-01-16,"20",15547.311827957
"109","CDEC","FPT",2022-01-17,"20",15295.7608695652
"110","CDEC","FPT",2022-01-18,"20",15113.0208333333
"111","CDEC","FPT",2022-01-19,"20",15302.9166666667
"112","CDEC","FPT",2022-01-20,"20",14885.4255319149
"113","CDEC","FPT",2022-01-21,"20",13973.8709677419
"114","CDEC","FPT",2022-01-22,"20",12897.2043010753
"115","CDEC","FPT",2022-01-23,"20",12777.9569892473
"116","CDEC","FPT",2022-01-24,"20",12517.6842105263
"117","CDEC","FPT",2022-01-25,"20",12275.5208333333
"118","CDEC","FPT",2022-01-26,"20",11766.0638297872
"119","CDEC","FPT",2022-01-27,"20",10939.2631578947
"120","CDEC","FPT",2022-01-28,"20",10814.2708333333
"121","CDEC","FPT",2022-01-29,"20",10472.8125
"122","CDEC","FPT",2022-01-30,"20",10739.3684210526
"123","CDEC","FPT",2022-01-31,"20",11825.9375
"124","CDEC","FPT",2022-02-01,"20",12531.7708333333
"125","CDEC","FPT",2022-02-02,"20",12754.0625
"126","CDEC","FPT",2022-02-03,"20",12503.2291666667
"127","CDEC","FPT",2022-02-04,"20",12784.4791666667
"128","CDEC","FPT",2022-02-05,"20",12613.0208333333
"129","CDEC","FPT",2022-02-06,"20",12729.1666666667
"130","CDEC","FPT",2022-02-07,"20",12530.7291666667
"131","CDEC","FPT",2022-02-08,"20",12272.7083333333
"132","CDEC","FPT",2022-02-09,"20",12393.5416666667
"133","CDEC","FPT",2022-02-10,"20",12605.3191489362
"134","CDEC","FPT",2022-02-11,"20",12617.6086956522
"135","CDEC","FPT",2022-02-12,"20",12757.7083333333
"136","CDEC","FPT",2022-02-13,"20",12384.3617021277
"137","CDEC","FPT",2022-02-14,"20",11719.7849462366
"138","CDEC","FPT",2022-02-15,"20",12273.5483870968
"139","CDEC","FPT",2022-02-16,"20",12079.5698924731
"140","CDEC","FPT",2022-02-17,"20",12447.4193548387
"141","CDEC","FPT",2022-02-18,"20",11819.1397849462
"142","CDEC","FPT",2022-02-19,"20",11571.6129032258
"143","CDEC","FPT",2022-02-20,"20",11368.064516129
"144","CDEC","FPT",2022-02-21,"20",11654.4791666667
"145","CDEC","FPT",2022-02-22,"20",11358.9583333333
"146","CDEC","FPT",2022-02-23,"20",11226.4583333333
"147","CDEC","FPT",2022-02-24,"20",11576.7021276596
"148","CDEC","FPT",2022-02-25,"20",11648.1052631579
"149","CDEC","FPT",2022-02-26,"20",11836.6666666667
"150","CDEC","FPT",2022-02-27,"20",12197.0833333333
"151","CDEC","FPT",2022-02-28,"20",12352.8125
"152","CDEC","FPT",2022-03-01,"20",12286.7021276596
"153","CDEC","FPT",2022-03-02,"20",12279.8947368421
"154","CDEC","FPT",2022-03-03,"20",12127.0833333333
"155","CDEC","FPT",2022-03-04,"20",11626.3541666667
"156","CDEC","FPT",2022-03-05,"20",12589.1666666667
"157","CDEC","FPT",2022-03-06,"20",12406.9791666667
"158","CDEC","FPT",2022-03-07,"20",12599.375
"159","CDEC","FPT",2022-03-08,"20",12384.4791666667
"160","CDEC","FPT",2022-03-09,"20",12102.3958333333
"161","CDEC","FPT",2022-03-10,"20",12571.9791666667
"162","CDEC","FPT",2022-03-11,"20",12573.125
"163","CDEC","FPT",2022-03-12,"20",12143.7234042553
"164","CDEC","FPT",2022-03-13,"20",12183.8888888889
"165","CDEC","FPT",2022-03-14,"20",11374.0860215054
"166","CDEC","FPT",2022-03-15,"20",10136.7741935484
"167","CDEC","FPT",2022-03-16,"20",9224.62365591398
"168","CDEC","FPT",2022-03-17,"20",8707.74193548387
"169","CDEC","FPT",2022-03-18,"20",9082.31578947369
"170","CDEC","FPT",2022-03-19,"20",8671.14583333333
"171","CDEC","FPT",2022-03-20,"20",8840.9375
"172","CDEC","FPT",2022-03-21,"20",8821.58064516129
"173","CDEC","FPT",2022-03-22,"20",8748.32291666667
"174","CDEC","FPT",2022-03-23,"20",8438.76041666667
"175","CDEC","FPT",2022-03-24,"20",8434.09574468085
"176","CDEC","FPT",2022-03-25,"20",8535.43010752688
"177","CDEC","FPT",2022-03-26,"20",8317.47368421053
"178","CDEC","FPT",2022-03-27,"20",8376
"179","CDEC","FPT",2022-03-28,"20",9212.37234042553
"180","CDEC","FPT",2022-03-29,"20",7828.62068965517
"181","CDEC","FPT",2022-03-30,"20",9949.47916666667
"182","CDEC","FPT",2022-03-31,"20",9732.29166666667
"183","CDEC","FPT",2022-04-01,"20",9863.95833333333
"184","CDEC","FPT",2022-04-02,"20",10059.7849462366
"185","CDEC","FPT",2022-04-03,"20",9613.51063829787
"186","CDEC","FPT",2022-04-04,"20",9629.8947368421
"187","CDEC","FPT",2022-04-05,"20",9427.97872340426
"188","CDEC","FPT",2022-04-06,"20",8736.10752688172
"189","CDEC","FPT",2022-04-07,"20",8527.22105263158
"190","CDEC","FPT",2022-04-08,"20",8194.36170212766
"191","CDEC","FPT",2022-04-09,"20",8266.15053763441
"192","CDEC","FPT",2022-04-10,"20",7246.51578947368
"193","CDEC","FPT",2022-04-11,"20",6517.84042553191
"194","CDEC","FPT",2022-04-12,"20",7584.02150537634
"195","CDEC","FPT",2022-04-13,"20",6734.05376344086
"196","CDEC","FPT",2022-04-14,"20",6279.98947368421
"197","CDEC","FPT",2022-04-15,"20",6637.48958333333
"198","CDEC","FPT",2022-04-16,"20",6762.52083333333
"199","CDEC","FPT",2022-04-17,"20",7692.9375
"200","CDEC","FPT",2022-04-18,"20",7641.74736842105
"201","CDEC","FPT",2022-04-19,"20",8553.54166666667
"202","CDEC","FPT",2022-04-20,"20",7956.17708333333
"203","CDEC","FPT",2022-04-21,"20",8150.42553191489
"204","CDEC","FPT",2022-04-22,"20",9493.39784946237
"205","CDEC","FPT",2022-04-23,"20",10239.1578947368
"206","CDEC","FPT",2022-04-24,"20",10637.8723404255
"207","CDEC","FPT",2022-04-25,"20",9907.63440860215
"208","CDEC","FPT",2022-04-26,"20",8610.11578947368
"209","CDEC","FPT",2022-04-27,"20",7893.6914893617
"210","CDEC","FPT",2022-04-28,"20",7224.58947368421
"211","CDEC","FPT",2022-04-29,"20",7123.18085106383
"212","CDEC","FPT",2022-04-30,"20",6056.42105263158
"213","CDEC","FPT",2022-05-01,"20",6463.57291666667
"214","CDEC","FPT",2022-05-02,"20",6273.46875
"215","CDEC","FPT",2022-05-03,"20",5992.37234042553
"216","CDEC","FPT",2022-05-04,"20",5602.66315789474
"217","CDEC","FPT",2022-05-05,"20",5587.36458333333
"218","CDEC","FPT",2022-05-06,"20",5866.64893617021
"219","CDEC","FPT",2022-05-07,"20",5754.8064516129
"220","CDEC","FPT",2022-05-08,"20",5987.32631578947
"221","CDEC","FPT",2022-05-09,"20",6606.38541666667
"222","CDEC","FPT",2022-05-10,"20",6964.27083333333
"223","CDEC","FPT",2022-05-11,"20",8069.51041666667
"224","CDEC","FPT",2022-05-12,"20",8209.34375
"225","CDEC","FPT",2022-05-13,"20",8169.65625
"226","CDEC","FPT",2022-05-14,"20",7846.34375
"227","CDEC","FPT",2022-05-15,"20",7191.21875
"228","CDEC","FPT",2022-05-16,"20",8226.28260869565
"229","CDEC","FPT",2022-05-17,"20",7869.08333333333
"230","CDEC","FPT",2022-05-18,"20",7607.14583333333
"231","CDEC","FPT",2022-05-19,"20",7479.22916666667
"232","CDEC","FPT",2022-05-20,"20",7552.33333333333
"233","CDEC","FPT",2022-05-21,"20",7631.5
"234","CDEC","FPT",2022-05-22,"20",8127.3085106383
"235","CDEC","FPT",2022-05-23,"20",7917.87368421053
"236","CDEC","FPT",2022-05-24,"20",7806.07291666667
"237","CDEC","FPT",2022-05-25,"20",7111.69791666667
"238","CDEC","FPT",2022-05-26,"20",6487.22916666667
"239","CDEC","FPT",2022-05-27,"20",7566.45833333333
"240","CDEC","FPT",2022-05-28,"20",7509.36559139785
"241","CDEC","FPT",2022-05-29,"20",8006.38541666667
"242","CDEC","FPT",2022-05-30,"20",7951.15625
"243","CDEC","FPT",2022-05-31,"20",7837.95833333333
"244","CDEC","FPT",2022-06-01,"20",7788.21276595745
"245","CDEC","FPT",2022-06-02,"20",7482.16842105263
"246","CDEC","FPT",2022-06-03,"20",7617.60416666667
"247","CDEC","FPT",2022-06-04,"20",7827.36458333333
"248","CDEC","FPT",2022-06-05,"20",8142.77083333333
"249","CDEC","FPT",2022-06-06,"20",8489.16666666667
"250","CDEC","FPT",2022-06-07,"20",8566.55319148936
"251","CDEC","FPT",2022-06-08,"20",9209.18279569893
"252","CDEC","FPT",2022-06-09,"20",9138.8947368421
"253","CDEC","FPT",2022-06-10,"20",8615.21875
"254","CDEC","FPT",2022-06-11,"20",8549.75
"255","CDEC","FPT",2022-06-12,"20",8627.70212765958
"256","CDEC","FPT",2022-06-13,"20",9177.34408602151
"257","CDEC","FPT",2022-06-14,"20",8560.76344086022
"258","CDEC","FPT",2022-06-15,"20",8406.67741935484
"259","CDEC","FPT",2022-06-16,"20",8601.23157894737
"260","CDEC","FPT",2022-06-17,"20",8826.36458333333
"261","CDEC","FPT",2022-06-18,"20",8849.42708333333
"262","CDEC","FPT",2022-06-19,"20",8742.10416666667
"263","CDEC","FPT",2022-06-20,"20",8694.60416666667
"264","CDEC","FPT",2022-06-21,"20",8587.48958333333
"265","CDEC","FPT",2022-06-22,"20",8457.72916666667
"266","CDEC","FPT",2022-06-23,"20",8799.1170212766
"267","CDEC","FPT",2022-06-24,"20",8950
"268","CDEC","FPT",2022-06-25,"20",9354.46875
"269","CDEC","FPT",2022-06-26,"20",9336.35416666667
"270","CDEC","FPT",2022-06-27,"20",9681.46808510638
"271","CDEC","FPT",2022-06-28,"20",10831.2631578947
"272","CDEC","FPT",2022-06-29,"20",11078.9583333333
"273","CDEC","FPT",2022-06-30,"20",12600
