"station_id","dur_code","sensor_num","sensor_type","value","flag","units","datetime","year","month","water_year","water_day"
"FPT","D",20,"FLOW",76207," ","CFS",2023-01-14,2023,"January",2023,106
"FPT","D",20,"FLOW",78069," ","CFS",2023-01-15,2023,"January",2023,107
"FPT","D",20,"FLOW",74738," ","CFS",2023-01-16,2023,"January",2023,108
"FPT","D",20,"FLOW",72561," ","CFS",2023-01-17,2023,"January",2023,109
"FPT","D",20,"FLOW",71417," ","CFS",2023-01-18,2023,"January",2023,110
"FPT","D",20,"FLOW",69513," ","CFS",2023-01-19,2023,"January",2023,111
"FPT","D",20,"FLOW",67948," ","CFS",2023-01-20,2023,"January",2023,112
"FPT","D",20,"FLOW",65759," ","CFS",2023-01-21,2023,"January",2023,113
"FPT","D",20,"FLOW",61721," ","CFS",2023-01-22,2023,"January",2023,114
"FPT","D",20,"FLOW",55897," ","CFS",2023-01-23,2023,"January",2023,115
"FPT","D",20,"FLOW",48374," ","CFS",2023-01-24,2023,"January",2023,116
"FPT","D",20,"FLOW",42806," ","CFS",2023-01-25,2023,"January",2023,117
"FPT","D",20,"FLOW",39463," ","CFS",2023-01-26,2023,"January",2023,118
"FPT","D",20,"FLOW",36011," ","CFS",2023-01-27,2023,"January",2023,119
"FPT","D",20,"FLOW",32591," ","CFS",2023-01-28,2023,"January",2023,120
"FPT","D",20,"FLOW",29038," ","CFS",2023-01-29,2023,"January",2023,121
"FPT","D",20,"FLOW",26359," ","CFS",2023-01-30,2023,"January",2023,122
"FPT","D",20,"FLOW",24494," ","CFS",2023-01-31,2023,"January",2023,123
"FPT","D",20,"FLOW",22996," ","CFS",2023-02-01,2023,"February",2023,124
"FPT","D",20,"FLOW",21612," ","CFS",2023-02-02,2023,"February",2023,125
"FPT","D",20,"FLOW",20794," ","CFS",2023-02-03,2023,"February",2023,126
"FPT","D",20,"FLOW",20686," ","CFS",2023-02-04,2023,"February",2023,127
"FPT","D",20,"FLOW",20415," ","CFS",2023-02-05,2023,"February",2023,128
"FPT","D",20,"FLOW",21023," ","CFS",2023-02-06,2023,"February",2023,129
"FPT","D",20,"FLOW",21302," ","CFS",2023-02-07,2023,"February",2023,130
"FPT","D",20,"FLOW",21928," ","CFS",2023-02-08,2023,"February",2023,131
"FPT","D",20,"FLOW",21859," ","CFS",2023-02-09,2023,"February",2023,132
"FPT","D",20,"FLOW",20888," ","CFS",2023-02-10,2023,"February",2023,133
"FPT","D",20,"FLOW",20613," ","CFS",2023-02-11,2023,"February",2023,134
"FPT","D",20,"FLOW",19893," ","CFS",2023-02-12,2023,"February",2023,135
"FPT","D",20,"FLOW",19382," ","CFS",2023-02-13,2023,"February",2023,136
"FPT","D",20,"FLOW",19178," ","CFS",2023-02-14,2023,"February",2023,137
"FPT","D",20,"FLOW",18541," ","CFS",2023-02-15,2023,"February",2023,138
"FPT","D",20,"FLOW",18018," ","CFS",2023-02-16,2023,"February",2023,139
"FPT","D",20,"FLOW",17630," ","CFS",2023-02-17,2023,"February",2023,140
"FPT","D",20,"FLOW",17235," ","CFS",2023-02-18,2023,"February",2023,141
"FPT","D",20,"FLOW",16883," ","CFS",2023-02-19,2023,"February",2023,142
"FPT","D",20,"FLOW",16605," ","CFS",2023-02-20,2023,"February",2023,143
"FPT","D",20,"FLOW",15535," ","CFS",2023-02-21,2023,"February",2023,144
"FPT","D",20,"FLOW",15857," ","CFS",2023-02-22,2023,"February",2023,145
"FPT","D",20,"FLOW",15472," ","CFS",2023-02-23,2023,"February",2023,146
"FPT","D",20,"FLOW",15899," ","CFS",2023-02-24,2023,"February",2023,147
"FPT","D",20,"FLOW",17091," ","CFS",2023-02-25,2023,"February",2023,148
"FPT","D",20,"FLOW",17956," ","CFS",2023-02-26,2023,"February",2023,149
"FPT","D",20,"FLOW",20625," ","CFS",2023-02-27,2023,"February",2023,150
"FPT","D",20,"FLOW",24827," ","CFS",2023-02-28,2023,"February",2023,151
"FPT","D",20,"FLOW",31897," ","CFS",2023-03-01,2023,"March",2023,152
"FPT","D",20,"FLOW",34899," ","CFS",2023-03-02,2023,"March",2023,153
"FPT","D",20,"FLOW",32781," ","CFS",2023-03-03,2023,"March",2023,154
"FPT","D",20,"FLOW",29214," ","CFS",2023-03-04,2023,"March",2023,155
"FPT","D",20,"FLOW",27056," ","CFS",2023-03-05,2023,"March",2023,156
"FPT","D",20,"FLOW",25881," ","CFS",2023-03-06,2023,"March",2023,157
"FPT","D",20,"FLOW",23492," ","CFS",2023-03-07,2023,"March",2023,158
"FPT","D",20,"FLOW",24750," ","CFS",2023-03-08,2023,"March",2023,159
"FPT","D",20,"FLOW",27575," ","CFS",2023-03-09,2023,"March",2023,160
"FPT","D",20,"FLOW",45467," ","CFS",2023-03-10,2023,"March",2023,161
"FPT","D",20,"FLOW",66960," ","CFS",2023-03-11,2023,"March",2023,162
"FPT","D",20,"FLOW",74921," ","CFS",2023-03-12,2023,"March",2023,163
"FPT","D",20,"FLOW",81274," ","CFS",2023-03-13,2023,"March",2023,164
"FPT","D",20,"FLOW",83656," ","CFS",2023-03-14,2023,"March",2023,165
"FPT","D",20,"FLOW",85412," ","CFS",2023-03-15,2023,"March",2023,166
"FPT","D",20,"FLOW",80938," ","CFS",2023-03-16,2023,"March",2023,167
"FPT","D",20,"FLOW",79715," ","CFS",2023-03-17,2023,"March",2023,168
"FPT","D",20,"FLOW",77498," ","CFS",2023-03-18,2023,"March",2023,169
"FPT","D",20,"FLOW",77099," ","CFS",2023-03-19,2023,"March",2023,170
"FPT","D",20,"FLOW",76615," ","CFS",2023-03-20,2023,"March",2023,171
"FPT","D",20,"FLOW",74405," ","CFS",2023-03-21,2023,"March",2023,172
"FPT","D",20,"FLOW",73317," ","CFS",2023-03-22,2023,"March",2023,173
"FPT","D",20,"FLOW",70647," ","CFS",2023-03-23,2023,"March",2023,174
"FPT","D",20,"FLOW",67888," ","CFS",2023-03-24,2023,"March",2023,175
"FPT","D",20,"FLOW",66030," ","CFS",2023-03-25,2023,"March",2023,176
"FPT","D",20,"FLOW",65047," ","CFS",2023-03-26,2023,"March",2023,177
"FPT","D",20,"FLOW",63650," ","CFS",2023-03-27,2023,"March",2023,178
"FPT","D",20,"FLOW",61187," ","CFS",2023-03-28,2023,"March",2023,179
"FPT","D",20,"FLOW",60588," ","CFS",2023-03-29,2023,"March",2023,180
"FPT","D",20,"FLOW",63171," ","CFS",2023-03-30,2023,"March",2023,181
"FPT","D",20,"FLOW",65784," ","CFS",2023-03-31,2023,"March",2023,182
"FPT","D",20,"FLOW",66704," ","CFS",2023-04-01,2023,"April",2023,183
"FPT","D",20,"FLOW",63692," ","CFS",2023-04-02,2023,"April",2023,184
"FPT","D",20,"FLOW",57778," ","CFS",2023-04-03,2023,"April",2023,185
"FPT","D",20,"FLOW",53419," ","CFS",2023-04-04,2023,"April",2023,186
"FPT","D",20,"FLOW",49943," ","CFS",2023-04-05,2023,"April",2023,187
"FPT","D",20,"FLOW",46689," ","CFS",2023-04-06,2023,"April",2023,188
"FPT","D",20,"FLOW",43593," ","CFS",2023-04-07,2023,"April",2023,189
"FPT","D",20,"FLOW",41445," ","CFS",2023-04-08,2023,"April",2023,190
"FPT","D",20,"FLOW",40500," ","CFS",2023-04-09,2023,"April",2023,191
"FPT","D",20,"FLOW",41043," ","CFS",2023-04-10,2023,"April",2023,192
"FPT","D",20,"FLOW",40677," ","CFS",2023-04-11,2023,"April",2023,193
"FPT","D",20,"FLOW",40510," ","CFS",2023-04-12,2023,"April",2023,194
"FPT","D",20,"FLOW",41878," ","CFS",2023-04-13,2023,"April",2023,195
"FPT","D",20,"FLOW",42667," ","CFS",2023-04-14,2023,"April",2023,196
"FPT","D",20,"FLOW",42448," ","CFS",2023-04-15,2023,"April",2023,197
"FPT","D",20,"FLOW",42361," ","CFS",2023-04-16,2023,"April",2023,198
"FPT","D",20,"FLOW",43636," ","CFS",2023-04-17,2023,"April",2023,199
"FPT","D",20,"FLOW",44197," ","CFS",2023-04-18,2023,"April",2023,200
"FPT","D",20,"FLOW",44152," ","CFS",2023-04-19,2023,"April",2023,201
"FPT","D",20,"FLOW",43760," ","CFS",2023-04-20,2023,"April",2023,202
"FPT","D",20,"FLOW",42815," ","CFS",2023-04-21,2023,"April",2023,203
"FPT","D",20,"FLOW",41758," ","CFS",2023-04-22,2023,"April",2023,204
"FPT","D",20,"FLOW",41444," ","CFS",2023-04-23,2023,"April",2023,205
"FPT","D",20,"FLOW",41916," ","CFS",2023-04-24,2023,"April",2023,206
"FPT","D",20,"FLOW",42958," ","CFS",2023-04-25,2023,"April",2023,207
"FPT","D",20,"FLOW",43981," ","CFS",2023-04-26,2023,"April",2023,208
"FPT","D",20,"FLOW",44935," ","CFS",2023-04-27,2023,"April",2023,209
"FPT","D",20,"FLOW",46816," ","CFS",2023-04-28,2023,"April",2023,210
"FPT","D",20,"FLOW",48455," ","CFS",2023-04-29,2023,"April",2023,211
"FPT","D",20,"FLOW",49789," ","CFS",2023-04-30,2023,"April",2023,212
"FPT","D",20,"FLOW",50829," ","CFS",2023-05-01,2023,"May",2023,213
"FPT","D",20,"FLOW",51613," ","CFS",2023-05-02,2023,"May",2023,214
"FPT","D",20,"FLOW",51632," ","CFS",2023-05-03,2023,"May",2023,215
"FPT","D",20,"FLOW",48227," ","CFS",2023-05-04,2023,"May",2023,216
"FPT","D",20,"FLOW",44457," ","CFS",2023-05-05,2023,"May",2023,217
"FPT","D",20,"FLOW",41734," ","CFS",2023-05-06,2023,"May",2023,218
"FPT","D",20,"FLOW",40341," ","CFS",2023-05-07,2023,"May",2023,219
"FPT","D",20,"FLOW",40376," ","CFS",2023-05-08,2023,"May",2023,220
"FPT","D",20,"FLOW",41511," ","CFS",2023-05-09,2023,"May",2023,221
"FPT","D",20,"FLOW",41057," ","CFS",2023-05-10,2023,"May",2023,222
"FPT","D",20,"FLOW",40385," ","CFS",2023-05-11,2023,"May",2023,223
"FPT","D",20,"FLOW",39296," ","CFS",2023-05-12,2023,"May",2023,224
"FPT","D",20,"FLOW",37628," ","CFS",2023-05-13,2023,"May",2023,225
"FPT","D",20,"FLOW",38445," ","CFS",2023-05-14,2023,"May",2023,226
"FPT","D",20,"FLOW",41393," ","CFS",2023-05-15,2023,"May",2023,227
"FPT","D",20,"FLOW",44931," ","CFS",2023-05-16,2023,"May",2023,228
"FPT","D",20,"FLOW",47849," ","CFS",2023-05-17,2023,"May",2023,229
"FPT","D",20,"FLOW",49971," ","CFS",2023-05-18,2023,"May",2023,230
"FPT","D",20,"FLOW",50941," ","CFS",2023-05-19,2023,"May",2023,231
"FPT","D",20,"FLOW",50925," ","CFS",2023-05-20,2023,"May",2023,232
"FPT","D",20,"FLOW",50548," ","CFS",2023-05-21,2023,"May",2023,233
"FPT","D",20,"FLOW",50538," ","CFS",2023-05-22,2023,"May",2023,234
"FPT","D",20,"FLOW",52239," ","CFS",2023-05-23,2023,"May",2023,235
"FPT","D",20,"FLOW",53697," ","CFS",2023-05-24,2023,"May",2023,236
"FPT","D",20,"FLOW",53271," ","CFS",2023-05-25,2023,"May",2023,237
"FPT","D",20,"FLOW",51261," ","CFS",2023-05-26,2023,"May",2023,238
"FPT","D",20,"FLOW",49914," ","CFS",2023-05-27,2023,"May",2023,239
"FPT","D",20,"FLOW",47851," ","CFS",2023-05-28,2023,"May",2023,240
"FPT","D",20,"FLOW",45618," ","CFS",2023-05-29,2023,"May",2023,241
"FPT","D",20,"FLOW",44652," ","CFS",2023-05-30,2023,"May",2023,242
"FPT","D",20,"FLOW",43681," ","CFS",2023-05-31,2023,"May",2023,243
"FPT","D",20,"FLOW",40915," ","CFS",2023-06-01,2023,"June",2023,244
"FPT","D",20,"FLOW",36399," ","CFS",2023-06-02,2023,"June",2023,245
"FPT","D",20,"FLOW",32376," ","CFS",2023-06-03,2023,"June",2023,246
"FPT","D",20,"FLOW",30718," ","CFS",2023-06-04,2023,"June",2023,247
"FPT","D",20,"FLOW",30462," ","CFS",2023-06-05,2023,"June",2023,248
"FPT","D",20,"FLOW",31122," ","CFS",2023-06-06,2023,"June",2023,249
"FPT","D",20,"FLOW",33691," ","CFS",2023-06-07,2023,"June",2023,250
"FPT","D",20,"FLOW",35764," ","CFS",2023-06-08,2023,"June",2023,251
"FPT","D",20,"FLOW",35186," ","CFS",2023-06-09,2023,"June",2023,252
"FPT","D",20,"FLOW",34504," ","CFS",2023-06-10,2023,"June",2023,253
"FPT","D",20,"FLOW",32844," ","CFS",2023-06-11,2023,"June",2023,254
"FPT","D",20,"FLOW",32313," ","CFS",2023-06-12,2023,"June",2023,255
"FPT","D",20,"FLOW",32094," ","CFS",2023-06-13,2023,"June",2023,256
"FPT","D",20,"FLOW",30894," ","CFS",2023-06-14,2023,"June",2023,257
"FPT","D",20,"FLOW",28642," ","CFS",2023-06-15,2023,"June",2023,258
"FPT","D",20,"FLOW",26701," ","CFS",2023-06-16,2023,"June",2023,259
"FPT","D",20,"FLOW",23576," ","CFS",2023-06-17,2023,"June",2023,260
"FPT","D",20,"FLOW",20427," ","CFS",2023-06-18,2023,"June",2023,261
"FPT","D",20,"FLOW",19077," ","CFS",2023-06-19,2023,"June",2023,262
